x,z_lower,z_upper
3.2513228759765624,8.7782906480827698,9.1868312243223897
3.2518801422119141,8.7780908921137542,9.1870567270941574
3.2524373931884765,8.7778911416143579,9.1872822236913194
3.2529946441650393,8.7776913911149599,9.1875077202884814
3.2535519104003905,8.7774916351459424,9.1877332230602491
3.2541091613769533,8.7772918846465444,9.1879587196574111
3.2546664276123045,8.7770921286775287,9.1881842224291788
3.2552236785888673,8.7768923781781307,9.1884097190263407
3.2557809295654296,8.7766926276787345,9.1886352156235027
3.2563381958007813,8.7764928717097188,9.1888607183952704
3.2568954467773437,8.7762931212103208,9.1890862149924324
3.257452697753906,8.7760933707109228,9.1893117115895944
3.2580099487304688,8.7758936202115265,9.1895372081867563
3.2585672302246094,8.7756938587728914,9.1897627171331298
3.2591244812011717,8.7754941082734934,9.1899882137302917
3.2596817321777345,8.7752943577740972,9.1902137103274537
3.2602389831542968,8.7750946072746991,9.1904392069246157
3.2607962341308596,8.7748948567753011,9.1906647035217777
3.2613535156250002,8.774695095336666,9.1908902124681511
3.2619107666015625,8.774495344837268,9.1911157090653131
3.2624680175781249,8.7742955943378718,9.1913408382981245
3.2630252685546877,8.7740958438384737,9.1915349378229489
3.26358251953125,8.7738960933390775,9.1917290373477734
3.2641398010253906,8.7737488232783054,9.1919231475023633
3.2646970520019529,8.7736066165633773,9.1921172470271877
3.2652543029785157,8.7734644098484509,9.1923113465520121
3.2658115539550781,8.7733222031335227,9.1925054460768365
3.2663688049316404,8.7731799964185964,9.1926995456016609
3.2669260864257814,8.7730377819157859,9.1928936557562508
3.2674833374023438,8.7728955752008595,9.193087755281077
3.2680405883789061,8.7727533684859331,9.1932818548058997
3.2685978393554689,8.772611161771005,9.1934759543307241
3.2691550903320312,8.7724689550560768,9.1936700538555485
3.2697123718261718,8.7723267405532699,9.1938641640101402
3.2702696228027346,8.7721845338383417,9.1940582635349646
3.2708268737792969,8.7720423271234136,9.194252363059789
3.2713841247558593,8.7719001204084872,9.1944464625846134
3.2719413757324221,8.7717579136935591,9.1946405621094378
3.2724986572265626,8.7716156991907503,9.1948346722640277
3.273055908203125,8.771473492475824,9.1950287717888521
3.2736131591796873,8.7713312857608958,9.1952228713136765
3.2741704101562501,8.7711890790459677,9.195416970838501
3.2747276611328124,8.7710468723310413,9.1956110703633254
3.2752849121093748,8.7709046656161149,9.1958051698881498
3.2758421936035158,8.7707624511133062,9.1959992800427415
3.2763994445800781,8.7706202443983781,9.1961933795675641
3.2769566955566405,8.7704780376834499,9.1963874790923903
3.2775139465332033,8.7703358309685235,9.1965815786172147
3.2780711975097656,8.7701936242535972,9.1967756781420391
3.2786284790039062,8.7700514097507867,9.196969788296629
3.279185729980469,8.7699092030358603,9.1971638878214534
3.2797429809570313,8.7697669963209322,9.1973579873462779
3.2803002319335937,8.7696247896060058,9.1975520868711023
3.2808574829101564,8.7694825828910794,9.1977461863959267
3.281414764404297,8.7693403683882689,9.1979402965505166
3.2819720153808594,8.7691981616733425,9.198134396075341
3.2825292663574217,8.7690559549584144,9.1983284956001654
3.2830865173339845,8.768913748243488,9.1985225951249898
3.2836437683105468,8.7687715415285599,9.1987166946498142
3.2842010498046874,8.7686293270257512,9.1989108048044059
3.2847583007812498,8.768487120310823,9.1991049043292303
3.2853155517578125,8.7683449135958966,9.1992990038540547
3.2858728027343749,8.7682027068809685,9.1994931033788792
3.2864300537109377,8.7680605001660421,9.1996872029037036
3.2869873352050782,8.7679182856632334,9.1998813130582935
3.2875445861816406,8.7677760789483052,9.2000754125831179
3.2881018371582034,8.7676338722333789,9.2002695121079423
3.2886590881347657,8.7674916655184507,9.2004636116327667
3.289216339111328,8.7673494588035226,9.2006577111575911
3.2897736206054686,8.7672072443007156,9.200851821312181
3.2903308715820314,8.7670650375857875,9.2010459208370055
